Alkon hinnasto 20.4.2016Huom.! Hinnastojärjestyskoodilla saat tuoteryhmät takaisin hinnaston järjestykseen.

Numero	Nimi	Valmistaja	Pullokoko	Hinta	Litrahinta	Uutuus	Hinnastojärjestyskoodi	Tyyppi	Erityisryhmä	Oluttyyppi	Valmistusmaa	Alue	Vuosikerta	Etikettimerkintöjä	Huomautus	Rypäleet	Luonnehdinta	Pakkaustyyppi	Suljentatyyppi	Alkoholi-%	Hapot g/l	Sokeri g/l	Kantavierrep-%	Väri EBC	Katkerot EBU	Energia kcal/100 ml	Valikoima
573527	Dopff & Irion Cuvée René Dopff Muscat 2013	Dopff & Irion, AC Alsace	0,75	12,28	16,24		130	valkoviinit			Ranska	Alsace	2013	Dopff & Irion, AC Alsace		Muscat	Kuiva , keskihapokas, keltaluumuinen, kevyen aprikoosinen, kukkainen, aromikas	pullo	metallinen kierrekapseli	12,0	6,5	4				80	vakiovalikoima
007561	Dopff Riesling Cuvée Europe 2014	Dopff au Moulin, AC Alsace	0,75	14,80	19,60		130	valkoviinit			Ranska	Alsace	2014	Dopff au Moulin, AC Alsace		Riesling	Kuiva , hapokas, sitruksinen, viheromenainen, kevyen keltaluumuinen, mineraalinen, mausteinen, hennon kukkainen	pullo	metallinen kierrekapseli	12,5	6,3					80	vakiovalikoima
007483	Gentil 'Hugel' 2014	Hugel, AC Alsace	0,75	12,99	17,19		130	valkoviinit			Ranska	Alsace	2014	Hugel, AC Alsace		Sylvaner, Gewürztraminer, Pinot Gris, Riesling, Muscat	Kuiva , hapokas, kypsän sitruksinen, päärynäinen, mausteinen	pullo	luonnonkorkki	12,5	5,6					80	vakiovalikoima
526087	Gewurztraminer 'Hugel' 2012	Hugel, AC Alsace	0,75	18,98	25,17		130	valkoviinit			Ranska	Alsace	2012	Hugel, AC Alsace		Gewürztraminer	Puolikuiva , keskihapokas, litsiluumuinen, kypsän sitruunainen, keltaluumuinen, kukkainen, mausteinen	pullo	luonnonkorkki	14,0	3,8	10				80	vakiovalikoima
579337	Gisselbrecht Gewurztraminer Tradition 2014	Willy Gisselbrecht, AC Alsace	0,75	13,90	18,40		130	valkoviinit			Ranska	Alsace	2014	Willy Gisselbrecht, AC Alsace		Gewürztraminer	Puolimakea , keskihapokas, litsiluumuinen, kevyen hunajainen, mausteinen, kukkainen	pullo	synteettinen korkki	13,0	6,0	17				90	vakiovalikoima
591987	Gisselbrecht Riesling Grand Cru Muenchberg 2012	Willy Gisselbrecht, AC Alsace Grand Cru	0,75	19,99	26,52		130	valkoviinit			Ranska	Alsace	2012	Willy Gisselbrecht, AC Alsace Grand Cru		Riesling	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, mineraalinen, petrolinen, vivahteikas	pullo	luonnonkorkki	12,0	7,7	7				80	vakiovalikoima
544397	Gisselbrecht Riesling Tradition 2014	Willy Gisselbrecht, AC Alsace	0,75	11,99	15,85		130	valkoviinit			Ranska	Alsace	2014	Willy Gisselbrecht, AC Alsace		Riesling	Kuiva , hapokas, sitruksinen, kypsän aprikoosinen, kevyen mausteinen, hennon kukkainen	pullo	synteettinen korkki	12,5	7,0	7				80	vakiovalikoima
519638	Gustave Lorentz Riesling Réserve 2014	Gustave Lorentz, AC Alsace	1,50	29,90	19,93		130	valkoviinit			Ranska	Alsace	2014	Gustave Lorentz, AC Alsace			Kuiva , erittäin hapokas, sitruksinen, viheromenainen, kevyen keltaluumuinen, hennon mineraalinen	pullo	luonnonkorkki	12,5	8,2	5				80	vakiovalikoima
514937	Gustave Lorentz Sylvaner Réserve 2014	Gustave Lorentz, AC Alsace	0,75	10,48	13,84		130	valkoviinit			Ranska	Alsace	2014	Gustave Lorentz, AC Alsace		Sylvaner	Kuiva , hapokas, sitruksinen, viheromenainen, yrttinen, kevyen mineraalinen	pullo	metallinen kierrekapseli	12,0	5,1					80	vakiovalikoima
560327	Jean Biecher Réserve Riesling 2015	Jean Biecher & Fils, AC Alsace	0,75	11,90	15,73		130	valkoviinit	luomu		Ranska	Alsace	2015	Jean Biecher & Fils, AC Alsace		Riesling	Kuiva , hapokas, sitruksinen, viheromenainen, hennon aprikoosinen, kevyen mineraalinen, mausteinen	pullo	metallinen kierrekapseli	12,5	7,8	9				80	vakiovalikoima
509877	Jean-Baptiste Adam Pinot Gris Réserve 2015	Jean-Baptiste Adam, AC Alsace	0,75	13,90	18,40		130	valkoviinit			Ranska	Alsace	2015	Jean-Baptiste Adam, AC Alsace	Pullossa sakkaa	Pinot Gris	Kuiva , keskihapokas, sitruksinen, aprikoosinen, kevyen keltaluumuinen, hennon mausteinen	pullo	metallinen kierrekapseli	13,0	4,9					80	vakiovalikoima
571067	Jean-Baptiste Adam Riesling Letzenberg 2013	Jean-Baptiste Adam, AC Alsace	0,75	15,95	21,13		130	valkoviinit			Ranska	Alsace	2013	Jean-Baptiste Adam, AC Alsace		Riesling	Kuiva , erittäin hapokas, kypsän sitruksinen, kevyen aprikoosinen, mineraalinen, hennon petrolinen	pullo	luonnonkorkki	12,5	8,4					90	vakiovalikoima
504517	Josmeyer Pinot Gris Grand Cru Brand 2008	Josmeyer, AC Alsace Grand Cru	0,75	39,50	52,53		130	valkoviinit	luomu, biodynaaminen		Ranska	Alsace	2008	Josmeyer, AC Alsace Grand Cru		Pinot Gris	Puolikuiva , keskihapokas, kypsän aprikoosinen, hunajainen, kevyen herkkusieninen, vivahteikas, pitkä	pullo	luonnonkorkki	14,5	5,4	10				90	vakiovalikoima
589427	Léon Beyer Gewurztraminer Réserve 2011	Léon Beyer, AC Alsace	0,75	29,90	39,87		130	valkoviinit			Ranska	Alsace	2011	Léon Beyer, AC Alsace		Gewürztraminer	Kuiva , keskihapokas, kypsän hedelmäinen, omenainen, mausteinen, hennon mineraalinen	pullo	luonnonkorkki	13,5	5,3	8				90	vakiovalikoima
576207	Léon Beyer Riesling 2014	Léon Beyer, AC Alsace	0,75	15,98	21,17		130	valkoviinit			Ranska	Alsace	2014	Léon Beyer, AC Alsace		Riesling	Kuiva , hapokas, sitruksinen, keltaomenainen, mineraalinen, hennon yrttinen	pullo	metallinen kierrekapseli	12,5	7,6					80	vakiovalikoima
579957	Pfaff Pinot Blanc 2014	Cave Vinicole Pfaffenheim, AC Alsace	0,75	11,00	14,53		130	valkoviinit			Ranska	Alsace	2014	Cave Vinicole Pfaffenheim, AC Alsace		Pinot Blanc	Kuiva , hapokas, sitruksinen, aprikoosinen, mineraalinen, kevyen kukkainen	pullo	metallinen kierrekapseli	12,5	6,9	7				80	vakiovalikoima
007485	Pfaff Pinot Gris 2014	La Cave des Vignerons de Pfaffenheim, AC Alsace	0,75	13,48	17,84		130	valkoviinit			Ranska	Alsace	2014	La Cave des Vignerons de Pfaffenheim, AC Alsace		Pinot Gris	Puolikuiva , hapokas, makean sitruksinen, aprikoosinen, mausteinen	pullo	metallinen kierrekapseli	13,5	7,0	13				90	vakiovalikoima
007296	Pfaff Special 2014	La Cave des Vignerons de Pfaffenheim, AC Alsace	0,75	9,99	13,19		130	valkoviinit			Ranska	Alsace	2014	La Cave des Vignerons de Pfaffenheim, AC Alsace		Sylvaner, Riesling, Pinot Blanc, Traminer	Kuiva , hapokas, hedelmäinen, päärynäinen, kevyen mausteinen	pullo	metallinen kierrekapseli	12,0	6,5	4				80	vakiovalikoima
526437	Pfaffenheim Black Tie 2014	Pfaffenheim, AOC Alsace	0,75	13,98	18,51		130	valkoviinit			Ranska	Alsace	2014	Pfaffenheim, AOC Alsace		Riesling, Pinot Gris	Puolikuiva , hapokas, kypsän sitruksinen, kevyen keltaluumuinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,5	7,3	12				80	vakiovalikoima
589087	Pierre Sparr One 2014	Maison Pierre Sparr Successeurs, AC Alsace	0,75	12,30	16,27		130	valkoviinit			Ranska	Alsace	2014	Maison Pierre Sparr Successeurs, AC Alsace		Riesling, Muscat, Pinot Gris	Kuiva , hapokas, sitruksinen, hennon aprikoosinen, kevyen mausteinen	pullo	metallinen kierrekapseli	12,0	6,1					80	vakiovalikoima
007501	Pierre Sparr Rayon d'Alsace Edelzwicker 2015	Maison Pierre Sparr Successeurs, AC Alsace	0,75	10,29	13,59		130	valkoviinit			Ranska	Alsace	2015	Maison Pierre Sparr Successeurs, AC Alsace		Sylvaner, Pinot Blanc, Riesling, Pinot Gris, Gewürztraminer	Kuiva , vähän hapokas, aprikoosinen, päärynäinen, mausteinen	pullo	metallinen kierrekapseli	12,0	4,0	5				80	vakiovalikoima
007422	Pinot Blanc Klevner Réserve 2015	Cave Vinicole de Hunawihr, AC Alsace	0,75	9,99	13,19		130	valkoviinit			Ranska	Alsace	2015	Cave Vinicole de Hunawihr, AC Alsace		Pinot Blanc	Kuiva , keskihapokas, keltaluumuinen, kevyen sitruksinen, mineraalinen	pullo	metallinen kierrekapseli	12,5	4,9	4				80	vakiovalikoima
007291	Riesling Lieu-Dit Muehlforst 2015	Cave Vinicole de Hunawihr, AC Alsace	0,75	13,98	18,51		130	valkoviinit			Ranska	Alsace	2015	Cave Vinicole de Hunawihr, AC Alsace		Riesling	Puolimakea , hapokas, päärynäinen, kevyen aprikoosinen, kypsän sitruunainen, hennon mausteinen	pullo	metallinen kierrekapseli	13,0	6,8	19				90	vakiovalikoima
571257	Trimbach Pinot Gris Réserve 2013	Trimbach, AC Alsace	0,75	19,90	26,40		130	valkoviinit			Ranska	Alsace	2013	Trimbach, AC Alsace		Pinot Gris	Puolikuiva , keskihapokas, kypsän hedelmäinen, sitruksinen, kevyen hunajainen, mausteinen	pullo	luonnonkorkki	13,5	7,2	10				90	vakiovalikoima
588587	Trimbach Riesling Réserve 2012	Trimbach, AC Alsace	0,75	19,99	26,52		130	valkoviinit			Ranska	Alsace	2012	Trimbach, AC Alsace		Riesling	Kuiva , erittäin hapokas, sitruksinen, viheromenainen, mineraalinen, petrolinen, ryhdikäs	pullo	luonnonkorkki	13,0	7,2	5				80	vakiovalikoima
576947	Wolfberger (W)2 2015	Wolfberger, AC Alsace	0,75	13,69	18,12		130	valkoviinit			Ranska	Alsace	2015	Wolfberger, AC Alsace		Riesling, Pinot Gris	Kuiva , hapokas, kypsän sitruksinen, persikkainen, hennon kukkainen, kevyen mineraalinen	pullo	metallinen kierrekapseli	13,0	7,2	8				80	vakiovalikoima
576944	Wolfberger (W)2 2015	Wolfberger, AC Alsace	0,38	7,19	18,91		130	valkoviinit			Ranska	Alsace	2015	Wolfberger, AC Alsace		Riesling, Pinot Gris	Kuiva , hapokas, kypsän sitruksinen, persikkainen, hennon kukkainen, kevyen mineraalinen	pullo	metallinen kierrekapseli	13,0	7,2	8				80	vakiovalikoima
597157	Wolfberger (W)³ 2014	Wolfberger, AC Alsace	0,75	10,89	14,39		130	valkoviinit			Ranska	Alsace	2014	Wolfberger, AC Alsace		Riesling, Muscat, Pinot Gris	Kuiva , hapokas, kypsän sitruksinen, kevyen päärynäinen, hennon kukkainen, yrttinen	pullo	metallinen kierrekapseli	12,0	5,9	7				80	vakiovalikoima
571937	Wolfberger Muscat 2015	Wolfberger, AC Alsace	0,75	11,90	15,73		130	valkoviinit			Ranska	Alsace	2015	Wolfberger, AC Alsace		Muscat Ottonel, Muscat d'Alsace	Kuiva , keskihapokas, persikkainen, sitruksinen, kukkainen, mausteinen	pullo	metallinen kierrekapseli	12,5	4,4					80	vakiovalikoima
572407	Wolfberger Riesling 2015	Wolfberger, AC Alsace	0,75	11,50	15,20		130	valkoviinit			Ranska	Alsace	2015	Wolfberger, AC Alsace		Riesling	Kuiva , hapokas, kypsän sitruksinen, kevyen aprikoosinen, viheromenainen, mausteinen	pullo	metallinen kierrekapseli	12,5	6,7	4				80	vakiovalikoima
550717	Aile D'Argent 2011	Baronne Philippine de Rothschild, AC Bordeaux	0,75	94,80	126,40		130	valkoviinit			Ranska	Bordeaux	2011	Baronne Philippine de Rothschild, AC Bordeaux			Kuiva , hapokas, passiohedelmäinen, keltaluumuinen, mineraalinen, hennon voinen, kevyen tamminen, tyylikäs	pullo	luonnonkorkki	14,0	5,3					90	erikoisvalikoima
512987	Château Tour de Calens 2014	Doublet, AC Graves	0,75	17,94	23,79		130	valkoviinit			Ranska	Bordeaux	2014	Doublet, AC Graves		Sémillon, Sauvignon Blanc	Kuiva , hapokas, sitruksinen, kypsän karviaismainen, mausteinen, hennon yrttinen, tamminen	pullo	luonnonkorkki	12,5	6,9					80	vakiovalikoima
007241	Coulée d'Or	VS, AC Bordeaux	0,75	9,46	12,48		130	valkoviinit			Ranska	Bordeaux		VS, AC Bordeaux		Sémillon, Muscadelle, Sauvignon Blanc	Puolimakea , vähän hapokas, kypsän omenainen, keltarusinainen	pullo	luonnonkorkki	11,0	5,5	30				80	vakiovalikoima
007221	Le Cardinal Cristal	Dourthe, AC Bordeaux	0,75	9,49	12,52		130	valkoviinit			Ranska	Bordeaux		Dourthe, AC Bordeaux		Sauvignon, Sémillon	Puolikuiva , keskihapokas, kypsän sitruksinen, kevyen kukkainen, olkinen	pullo	metallinen kierrekapseli	11,0	6,5	12				80	vakiovalikoima
569294	Albert Bichot Saint-Véran 2012	Albert Bichot, AC Saint-Véran	0,38	9,98	26,61		130	valkoviinit			Ranska	Bourgogne	2012	Albert Bichot, AC Saint-Véran		Chardonnay	Kuiva , hapokas, keltaluumuinen, kevyen aprikoosinen, mausteinen, voinen	pullo	luonnonkorkki	13,0	4,9					80	vakiovalikoima
577307	Blason de Bourgogne Mâcon-Villages 2014	Blason de Bourgogne, AC Mâcon-Villages	0,75	11,99	15,85		130	valkoviinit			Ranska	Bourgogne	2014	Blason de Bourgogne, AC Mâcon-Villages		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, hedelmäinen, kevyen mineraalinen, hennon mausteinen	pullo	metallinen kierrekapseli	12,5	5,2					80	vakiovalikoima
562727	Bouchard Hautes-Côtes de Beaune 'Les Prieurés' 2013	Bouchard Aîné & Fils, AC Bourgogne Hautes-Côtes de Beaune	0,75	14,99	19,85		130	valkoviinit			Ranska	Bourgogne	2013	Bouchard Aîné & Fils, AC Bourgogne Hautes-Côtes de Beaune		Chardonnay	Kuiva , keskihapokas, kypsän sitruksinen, kevyen keltaluumuinen, voinen, hennon mausteinen	pullo	luonnonkorkki	12,5	6,0					80	vakiovalikoima
006436	Bouchard La Vignée Chardonnay 2013	Bouchard Père & Fils, AC Bourgogne	0,75	13,90	18,40		130	valkoviinit			Ranska	Bourgogne	2013	Bouchard Père & Fils, AC Bourgogne		Chardonnay	Kuiva , hapokas, kypsän keltaluumuinen, sitruksinen, mausteinen, kevyen tamminen	pullo	metallinen kierrekapseli	12,5	5,3					80	vakiovalikoima
007682	Brocard Chablis 1er Cru Montée de Tonnerre 2014	Jean-Marc Brocard, AC Chablis Premier Cru	0,75	27,90	37,07		130	valkoviinit			Ranska	Bourgogne	2014	Jean-Marc Brocard, AC Chablis Premier Cru		Chardonnay	Kuiva , hapokas, sitruksinen, keltaomenainen, mineraalinen, mausteinen, hennon voinen	pullo	luonnonkorkki	13,0	6,8					80	vakiovalikoima
553487	Brocard Chablis Sainte Claire Organic 2014	Jean-Marc Brocard, AC Chablis	0,75	19,90	26,40		130	valkoviinit	luomu		Ranska	Bourgogne	2014	Jean-Marc Brocard, AC Chablis		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, kevyen keltaluumuinen, voinen, hennon paahteinen, mineraalinen, rodukas	pullo	metallinen kierrekapseli	12,5	7,3					80	vakiovalikoima
007961	Chablis Marouettes 2014	François Martenot, AC Chablis	0,75	18,98	25,17		130	valkoviinit			Ranska	Bourgogne	2014	François Martenot, AC Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, kevyen aprikoosinen, hennon voinen, mineraalinen, yrttinen	pullo	metallinen kierrekapseli	12,5	6,5					80	vakiovalikoima
566424	Château de Viviers Chablis 2014	Lupé-Cholet, AC Chablis	0,38	10,38	27,41		130	valkoviinit			Ranska	Bourgogne	2014	Lupé-Cholet, AC Chablis		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, kevyen yrttinen, mineraalinen	pullo	luonnonkorkki	12,5	7,5					80	vakiovalikoima
512237	Domaine Joblot Givry 1er Cru Servoisine 2012	Domaine Joblot, AC Givry 1er Cru	0,75	37,50	50,00		130	valkoviinit			Ranska	Bourgogne	2012	Domaine Joblot, AC Givry 1er Cru			Kuiva , hapokas, keltaluumuinen, kevyen aprikoosinen, kermainen, hennon mineraalinen, tamminen, elegantti, pitkä	pullo	luonnonkorkki	13,0	6,9					80	erikoisvalikoima
585597	Domaine Laroche Chablis 1er Cru Les Vaudevey 2013	Domaine Laroche, AC Chablis Premier Cru Les Vaudevey	0,75	28,90	38,40		130	valkoviinit			Ranska	Bourgogne	2013	Domaine Laroche, AC Chablis Premier Cru Les Vaudevey		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, keltaomenainen, kevyen mineraalinen, voinen, hennon yrttinen	pullo	luonnonkorkki	12,5	6,0					80	vakiovalikoima
571367	J. Moreau & Fils Chablis 2014	J. Moreau & Fils, AC Chablis	0,75	18,98	25,17		130	valkoviinit			Ranska	Bourgogne	2014	J. Moreau & Fils, AC Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, kevyen viheromenainen, mineraalinen, kevyen yrttinen, hennon voinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
574697	Jean-Marc Brocard Saint-Bris Sauvignon 2014	Jean-Marc Brocard, AC Saint-Bris	0,75	13,98	18,51		130	valkoviinit			Ranska	Bourgogne	2014	Jean-Marc Brocard, AC Saint-Bris		Sauvignon Blanc	Kuiva , hapokas, sitruksinen, herukanlehtinen, karviaismainen, yrttinen, hennon mineraalinen	pullo	metallinen kierrekapseli	12,5	7,0					70	vakiovalikoima
500297	Joseph Drouhin Chablis Grand Cru Les Clos 2012	Joseph Drouhin, AC Chablis Grand Cru	0,75	58,80	78,27		130	valkoviinit			Ranska	Bourgogne	2012	Joseph Drouhin, AC Chablis Grand Cru		Chardonnay	Kuiva , hapokas, kypsän sitruksinen, keltaluumuinen, kevyen aprikoosinen, mineraalinen, mausteinen, paahteinen, rodukas	pullo	luonnonkorkki	13,0	6,0					80	vakiovalikoima
500847	Joseph Drouhin Corton-Charlemagne Grand Cru 2010	Joseph Drouhin, AC Corton-Charlemagne Grand Cru	0,75	98,30	130,93		130	valkoviinit			Ranska	Bourgogne	2010	Joseph Drouhin, AC Corton-Charlemagne Grand Cru		Chardonnay	Kuiva , hapokas, keltaluumuinen, kypsän sitruksinen, mineraalinen, tamminen, vivahteikas, rodukas, pitkä	pullo	luonnonkorkki	13,5	6,6					80	vakiovalikoima
008142	Joseph Drouhin Laforet Bourgogne Chardonnay 2013	Joseph Drouhin, AC Bourgogne	0,75	13,98	18,51		130	valkoviinit			Ranska	Bourgogne	2013	Joseph Drouhin, AC Bourgogne		Chardonnay	Kuiva , hapokas, sitruksinen, viheromenainen, mausteinen, kevyen voinen, hennon tamminen	pullo	metallinen kierrekapseli	13,0	5,9					80	vakiovalikoima
573407	Joseph Drouhin Rully 2014	Joseph Drouhin, AC Rully	0,75	17,99	23,85		130	valkoviinit			Ranska	Bourgogne	2014	Joseph Drouhin, AC Rully		Chardonnay	Kuiva , hapokas, sitruksinen, kevyen aprikoosinen, mausteinen, hennon yrttinen, tamminen	pullo	luonnonkorkki	13,0	6,3					80	vakiovalikoima
572567	La Chablisienne Chablis Grand Cru Les Preuses 2013	La Chablisienne, AC Chablis Grand Cru	0,75	43,60	58,00		130	valkoviinit			Ranska	Bourgogne	2013	La Chablisienne, AC Chablis Grand Cru		Chardonnay	Kuiva , hapokas, keltaluumuinen, kypsän sitruksinen, mineraalinen, voinen, tamminen, pitkä	pullo	luonnonkorkki	13,0	5,4					80	vakiovalikoima
586717	La Chablisienne Chablis 'le finage' 2014	La Chablisienne, AC Chablis	0,75	16,98	22,51		130	valkoviinit			Ranska	Bourgogne	2014	La Chablisienne, AC Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, mineraalinen, yrttinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
510217	La Soufrandise Pouilly-Fuissé Vieilles Vignes 2014	Domaine La Soufrandise, AC Pouilly-Fuissé	0,75	22,00	29,20		130	valkoviinit			Ranska	Bourgogne	2014	Domaine La Soufrandise, AC Pouilly-Fuissé		Chardonnay	Kuiva , hapokas, keltaluumuinen, kypsän sitruksinen, aprikoosinen, kevyen mineraalinen, tamminen, tasapainoinen	pullo	luonnonkorkki	13,5	6,0					80	vakiovalikoima
518088	Laroche Chablis 2014 hanapakkaus	Laroche, AC Chablis	2,00	42,90	21,45		130	valkoviinit			Ranska	Bourgogne	2014	Laroche, AC Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, kevyen päärynäinen, voinen, hennon mineraalinen	hanapakkaus	kartonkipakkaus	12,0	6,1					80	vakiovalikoima
007973	Laroche Chablis La Jouchère 2014	Laroche, AC Chablis	0,75	18,98	25,17		130	valkoviinit			Ranska	Bourgogne	2014	Laroche, AC Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, hennon päärynäinen, mineraalinen, kevyen yrttinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
007496	Laroche Petit Chablis 2014	Laroche, AC Petit Chablis	0,75	17,99	23,85		130	valkoviinit			Ranska	Bourgogne	2014	Laroche, AC Petit Chablis		Chardonnay	Kuiva , hapokas, limettinen, viheromenainen, yrttinen, mineraalinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
587607	Louis Max Beaucharme Chardonnay 2014	Louis Max, AC Bourgogne	0,75	13,04	17,25		130	valkoviinit			Ranska	Bourgogne	2014	Louis Max, AC Bourgogne		Chardonnay	Kuiva , hapokas, sitruksinen, keltaluumuinen, hennon yrttinen, mausteinen	pullo	metallinen kierrekapseli	13,0	6,6					80	vakiovalikoima
535817	Olivier Leflaive Meursault Les Clous 2013	Olivier Leflaive, AC Meursault	0,75	54,90	73,07	uutuus	130	valkoviinit			Ranska	Bourgogne	2013	Olivier Leflaive, AC Meursault		Chardonnay	Kuiva , hapokas, keltaluumuinen, sitruksinen, mineraalinen, mausteinen, tamminen, rodukas, pitkä	pullo	luonnonkorkki	13,5	7,1					80	vakiovalikoima
572557	Petit Chablis le Donjon des Eschofiers 2014	J.L. Quinson, AC Petit Chablis	0,75	16,50	21,87		130	valkoviinit			Ranska	Bourgogne	2014	J.L. Quinson, AC Petit Chablis		Chardonnay	Kuiva , hapokas, sitruksinen, keltaomenainen, mineraalinen, voinen	pullo	metallinen kierrekapseli	12,0	6,5					80	vakiovalikoima
507007	Pierre Ponnelle Saint-Romain 2011	Pierre Ponnelle, AC Saint-Romain	0,75	22,29	29,72		130	valkoviinit			Ranska	Bourgogne	2011	Pierre Ponnelle, AC Saint-Romain		Chardonnay	Kuiva , hapokas, keltaluumuinen, kypsän sitruksinen, mineraalinen, kevyen tamminen, ryhdikäs	pullo	luonnonkorkki	12,5	7,2					80	vakiovalikoima
505367	Domaine de l'Aigle Limoux Chardonnay 2014	Gérard Bertrand, AOP Limoux	0,75	19,90	26,40		130	valkoviinit			Ranska	Languedoc-Roussillon	2014	Gérard Bertrand, AOP Limoux		Chardonnay	Kuiva , hapokas, keltaluumuinen, sitruksinen, kypsän aprikoosinen, kermainen, tamminen	pullo	luonnonkorkki	13,5	5,3					80	vakiovalikoima
007175	Domaine Les Salices Viognier 2014	François Lurton, IGP Pays d'Oc	0,75	10,98	14,51		130	valkoviinit			Ranska	Languedoc-Roussillon	2014	François Lurton, IGP Pays d'Oc		Viognier	Kuiva , keskihapokas, kypsän sitruksinen, keltaluumuinen, kevyen valkopippurinen, mausteinen	pullo	metallinen kierrekapseli	13,0	4,9					80	vakiovalikoima
533947	Gérard Bertrand Terroir Picpoul de Pinet 2014	Gérard Bertrand, AOP Picpoul de Pinet	0,75	12,95	17,13		130	valkoviinit			Ranska	Languedoc-Roussillon	2014	Gérard Bertrand, AOP Picpoul de Pinet		Picpoul	Kuiva , hapokas, kypsän sitruksinen, herukkainen, päärynäinen, yrttinen	pullo	metallinen kierrekapseli	12,5	6,4					80	vakiovalikoima
530278	Greener Planet Marsanne Chardonnay 2015 muovipullo	Cellier Jean d'Alibert, IGP Pays D'Oc	1,00	10,48	10,08		130	valkoviinit			Ranska	Languedoc-Roussillon	2015	Cellier Jean d'Alibert, IGP Pays D'Oc		Marsanne, Chardonnay	Kuiva , hapokas, omenainen, kypsän sitruksinen, hennon mausteinen	muovipullo	muovisuljin	13,5	5,9					80	vakiovalikoima
549587	Hob Nob Chardonnay 2013	Hob Nob Cellars, IGP Pays d'Oc	0,75	9,99	13,19		130	valkoviinit			Ranska	Languedoc-Roussillon	2013	Hob Nob Cellars, IGP Pays d'Oc		Chardonnay	Kuiva , keskihapokas, trooppisen hedelmäinen, kevyen ananaksinen, tamminen	pullo	metallinen kierrekapseli	13,0	5,3	6				80	vakiovalikoima
